dist_to_river,elevation,label,latitude,longitude,rainfall,slope
510.0,66,0,10.6523116498881,76.3487250579835,69.81617140197451,1.37777245044708
818.840643837371,297,0,10.3244265711845,76.5777954554339,53.60963663441204,5.43778848648071
618.465843842649,2,0,10.3468844532875,76.1600788483184,30.952761628632775,1.05058693885803
234.3074902772,544,0,10.3266723593948,76.6653811956356,81.37950197069486,12.619683265686
1146.29839047257,20,0,10.6029043092616,76.1286378133742,68.47311725538793,0.684641778469086
331.360830515618,92,0,10.5265475101114,76.3577082108247,16.26169393448913,1.19831275939941
510.881590977792,100,0,10.5265475101114,76.3442334815629,91.09271844938425,2.15790748596191
553.172667437573,104,0,10.5198101454805,76.3419876933526,82.2537242923169,8.22652339935303
1608.01119399089,17,0,10.6657863791499,76.1174088723227,94.9799913291924,0.679153680801392
492.036584005702,7,0,10.1964166431975,76.2656308942024,72.571950838836,0.743802964687347
658.634952003005,6,0,10.2009082196181,76.2858429880951,61.34151959357899,1.39096307754517
1698.38158256618,49,0,10.7376516018795,76.2386814356788,41.82430362906189,5.60275363922119
1008.4641788383,51,0,10.4075207349656,76.3958866103997,93.27284833540132,2.53365731239319
1410.31911282518,149,0,10.726422660828,76.3666913636658,86.60638895004084,6.62976360321045
1248.87949778992,266,0,10.3536218179184,76.5530917851207,4.521867010618941,14.7743453979492
990.0,99,0,10.3558676061287,76.4744891977602,2.6366974497252005,6.23194122314453
1466.32192918199,35,0,10.425487040648,76.3330045405114,37.64633668780496,0.353643178939819
212.132034355964,853,0,10.3379013004463,76.7417379947858,81.0553330781833,17.8368225097656
1879.49461292125,34,0,10.7017189905147,76.1039341430609,98.72761293149445,0.586248338222504
30.0,3,0,10.2368408309829,76.2229609182068,15.041689110352818,0.591511428356171
182.482875908947,13,0,10.2166287370902,76.1668162129492,59.41307153521351,0.262586563825607
240.0,12,0,10.2413324074035,76.2633851059921,38.08908566310215,1.07876288890839
810.555365166378,10,0,10.5018438397981,76.1533414836875,96.99143978146031,1.26045155525208
1597.05979850474,282,0,10.3109518419227,76.487963927022,84.21189231357087,19.8269462585449
1592.54513279844,335,0,10.3064602655021,76.5194049619662,83.83287047111378,7.2621054649353
283.019433961698,598,0,10.3221807829742,76.6743643484768,46.86931597949703,4.58232736587524
1935.40693395472,22,0,10.2929855362403,76.427327645344,41.48195023376652,4.02059698104858
1154.12304370028,11,0,10.3289181476051,76.2588935295715,27.340707193070624,0.58311653137207
276.586333718787,9,0,10.3603591825493,76.1263920251639,5.6375496650927115,0.165322884917259
606.712452484701,84,0,10.4299786170686,76.420590280713,86.47223762550531,11.8977737426758
1576.64200121651,37,0,10.7443889665104,76.3577082108247,81.29010091300776,7.10733699798584
295.465734053883,19,0,10.5265475101114,76.0994425666403,99.97176732861305,1.61796450614929
342.052627529741,406,0,10.4052749467553,76.4834723506014,99.66368370739053,24.9278564453125
318.90437438204,16,0,10.2705276541373,76.2184693417862,55.543170560262745,0.367219299077988
84.8528137423857,426,0,10.3199349947639,76.6451691017429,76.89874151805105,2.07988262176514
331.360830515618,381,0,10.4951064751672,76.3869034575586,94.47657298824281,11.180474281311
60.0,880,0,10.3019686890815,76.7754248179402,84.96473906774115,7.36934757232666
134.164078649987,13,0,10.2570529248755,76.1825367304214,24.734810174319765,0.165295034646988
94.8683298050514,8,0,10.4951064751672,76.0545268024343,45.05441353100935,0.11593621224165
1569.77705423414,12,0,10.2952313244506,76.3509708461938,12.915941515149498,1.24101042747498
1100.22724925353,6,0,10.425487040648,76.1690620011595,95.40510272587224,0.845045804977417
1138.41995766062,25,0,10.3446386650772,76.2207151299964,60.617463445088006,1.26822054386139
1083.74351209131,48,0,10.6949816258838,76.3689371518761,22.864280550346272,1.66467785835266
123.69316876853,9,0,10.2435781956138,76.2207151299964,67.17006844058567,1.15688645839691
1794.24078651668,75,0,10.3042144772918,76.427327645344,61.81282404578958,12.8978061676025
1035.76059009792,15,0,10.3199349947639,76.2588935295715,35.81627180328405,0.478472620248795
2138.43400646361,77,0,10.7241768726177,76.1802909422111,11.355759219962902,2.57331609725952
1412.23227551278,279,0,10.3266723593948,76.4991928680735,67.15731955927996,16.249361038208
2058.66461571573,22,0,10.6747695319911,76.1578330601081,52.03077009037933,2.61668944358826
1086.64621657649,119,0,10.3244265711845,76.5575833615413,77.23183917356393,7.84697103500366
1084.15865997556,28,0,10.3221807829742,76.2656308942024,52.01635011119934,0.165312170982361
1154.12304370028,75,0,10.6478200734675,76.2274524946274,85.21815003185401,1.32325911521912
1763.88775153069,32,0,10.4322244052789,76.2903345645157,55.190683877448556,1.8996639251709
228.473193175917,668,0,10.268281865927,76.705805383421,56.093797153538624,11.0512657165527
1203.37026720789,273,0,10.3064602655021,76.5486002087001,87.66536026583451,23.7107753753662
2162.08232960727,37,0,10.7107021433559,76.1241462369536,40.3482866212397,2.07732248306274
1261.78445068879,7,0,10.5894295799998,76.1488499072669,13.401522845064074,1.65339529514313
201.246117974981,9,0,10.4187496760171,76.0994425666403,2.8782676313338973,0.260114848613739
692.603782836912,11,0,10.3962917939141,76.1488499072669,75.5137255673619,0.422849833965302
969.329665284211,165,0,10.6073958856822,76.2454188003097,62.03095513534647,1.92161452770233
763.675323681471,14,0,10.3042144772918,76.2341898592582,70.40797680992236,0.895113527774811
0.0,808,0,10.3199349947639,76.7417379947858,21.296416150891073,8.45130825042725
30.0,0,0,10.2345950427726,76.2431730120994,13.637147558676975,0.117810741066933
1276.32284317096,31,0,10.3895544292832,76.382411881138,1.4544665667881929,2.68283915519714
1916.71594139559,12,0,10.486123322326,76.2454188003097,35.058755880659696,1.14490973949432
1215.64797536129,24,0,10.6568032263087,76.0702473199064,58.991768685463306,0.661585807800293
1194.73846510439,87,0,10.3940460057038,76.3869034575586,39.22440450997323,5.02379274368286
1385.20756567382,34,0,10.6657863791499,76.2139777653655,43.747492202372904,1.98465430736542
690.65186599328,17,0,10.3064602655021,76.2229609182068,90.41586944937484,1.28051924705505
1087.06025591961,175,0,10.358113394339,76.4363107981851,34.82554670233004,2.55976438522339
108.16653826392,5,0,10.2592987130858,76.2072404007346,51.39894891598108,1.06025898456573
658.634952003005,259,0,10.4771401694848,76.3644455754555,78.3653012741143,12.2406196594238
488.364617882991,2,0,10.2997229008712,76.2005030361037,39.65427823212701,1.6532986164093
1203.37026720789,63,0,10.3401470886566,76.4677518331293,62.20867002278735,3.82203555107117
766.615940350838,37,0,10.6837526848323,76.3442334815629,86.23637087467452,1.26747667789459
94.8683298050514,13,0,10.5467596040041,76.0724931081167,94.9520623657642,1.54776215553284
1315.90273196768,68,0,10.4883691105363,76.292580352726,14.707348092903793,3.16239595413208
1704.72871742104,65,0,10.7466347547207,76.3756745165071,92.65876251614944,1.40974795818329
335.410196624968,14,0,10.5669716978968,76.0769846845373,49.21162930795382,0.485772907733917
1690.68033643264,31,0,10.4075207349656,76.3307587523011,25.824438829895836,2.718998670578
424.264068711929,13,0,10.2750192305579,76.2409272238891,45.913575623826134,1.9123660326004
1116.0645142643,7,0,10.5939211564204,76.1331293897948,98.0032575285477,1.15754902362823
1248.51912280109,39,0,10.4434533463303,76.3352503287217,49.26180939928696,3.84335494041443
708.025423272357,77,0,10.5916753682101,76.2813514116745,32.875161028750824,5.98698806762695
657.951365983839,53,0,10.6792611084117,76.3352503287217,63.34008543167258,2.89833474159241
201.246117974981,257,0,10.4659112284333,76.4722434095499,24.014561877819308,11.4414854049683
120.0,960,0,10.3199349947639,76.8136032175153,7.586332810866391,15.5657606124878
1637.68128767474,15,0,10.5265475101114,76.2544019531509,12.887972191064922,0.734470307826996
1731.18456555042,102,0,10.3019686890815,76.4542771038675,12.804583895777244,8.20873546600342
1047.85495179438,-2,0,10.4501907109612,76.1555872718978,15.190269351229436,1.06961143016815
1679.19623629878,27,0,10.3423928768669,76.382411881138,13.882717264941014,0.895210206508637
516.139516022558,13,0,10.575954850738,76.0882136255888,64.08747448032146,1.46872448921204
241.867732448956,9,0,10.2727734423476,76.1533414836875,18.188008439914483,0.420113950967789
2024.27764894048,30,0,10.7309142372486,76.1960114596831,34.56672833238632,0.992651700973511
1214.907403879,34,0,10.5490053922144,76.2813514116745,89.67884099060119,1.86925280094147
1827.78554540734,25,0,10.3042144772918,76.420590280713,47.39616402628724,1.18388688564301
758.946638440411,12,0,10.486123322326,76.1466041190566,66.75577385210272,2.98110008239746
