rain_01,rain_02,rain_03,rain_04,rain_05,rain_06,rain_07,rain_08,rain_09,rain_10,rain_11,rain_12,rain_13,rain_14,rain_15,elevation,slope,dist_to_river,label
5.914999812841415,3.7049999833107,15.599999703466892,77.54999861586839,48.0849987231195,15.819999539293349,19.829999450594187,12.214999719522892,1.559999942779541,93.08499698340891,85.58499828726053,55.90499835833907,3.324999962002039,0.1049999967217445,2.459999917075038,46,8.434460639953613,13930.37329004503,0
1.6299999775364995,4.489999949932098,49.09499913454056,26.719999155960977,13.549999743700027,17.644999464973807,31.22499937005341,14.979999769479036,2.2649999484419823,83.23499834537506,131.1899970471859,84.39499805867672,14.554999594576657,5.894999794661999,1.1699999812990427,12,0.9432486295700072,13146.436779599257,0
0.1349999904632568,0.0,12.499999706633387,14.664999623782933,6.619999775663018,39.324999143369496,4.794999876059592,15.81999958306551,11.519999934360383,91.62499766051768,170.07999601960182,88.88999731838703,15.039999544620514,3.7199999149888754,2.2649999232962728,11,2.64296555519104,3481.163598568732,0
0.9149999665096402,10.024999774992466,25.40499931573868,54.314999386668205,27.379999242722988,14.724999805912375,29.079999428242445,17.0849996432662,3.9099998865276575,100.60499780625103,110.02499678730965,67.47999823093414,5.699999783188105,9.489999637007712,1.9649999290704727,112,7.3788604736328125,12967.011991974096,0
0.464999983087182,0.0,33.609999388456345,25.21499954815954,10.834999799728394,29.979999544098973,5.62499984819442,16.21999946795404,1.3999999687075615,83.7399981468916,158.61499631404877,92.7449980378151,25.97499928623438,1.9949999274685977,5.234999760985375,31,4.15418004989624,11373.521881985367,0
3.4899999536573887,8.074999932199717,55.8549988232553,29.359999127686024,9.159999769181011,12.98999970406294,15.20999991055578,10.064999691210687,5.554999924264848,82.64499831199646,124.34999716281892,99.3199981721118,11.789999790489674,3.0899998992681503,2.9099999144673347,178,20.07817840576172,1064.048871058092,0
0.1999999955296516,0.0,27.579999309033155,20.20999930705875,11.274999603629112,36.50999907031655,6.29999977722764,17.829999540001154,5.544999832287431,86.48999812453985,177.05999505519867,89.6649977536872,14.034999651834369,3.319999974220991,2.969999933615327,13,0.0,800.49984384758,0
0.179999990388751,1.829999953508377,32.339999333024025,46.26999911479652,15.929999481886624,22.52499930933118,11.739999607205393,13.324999619275331,4.98499983176589,63.95499865710735,98.37499797344208,75.52999862283468,19.394999695010483,4.639999859966338,4.624999881722033,920,14.03769874572754,2406.7405344157896,0
1.2099999831989408,1.0599999651312828,29.339999362826347,35.41999903321266,20.929999481886625,18.849999444559216,28.46999967470765,14.269999580457808,1.6849999725818634,89.54499815404415,124.12999773025513,91.05999806523324,10.634999693371356,4.929999887943268,0.7949999701231718,25,3.3584837913513184,21765.7184581626,0
0.464999983087182,0.0,33.609999388456345,25.21499954815954,10.834999799728394,29.979999544098973,5.62499984819442,16.21999946795404,1.3999999687075615,83.7399981468916,158.61499631404877,92.7449980378151,25.97499928623438,1.9949999274685977,5.234999760985375,28,2.100038290023804,13139.760271785784,0
